일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2019,-0.2,8.5,-8.3,13.5,176.7
2019,9.2,21.7,-3.0,42.9,298.66
2019,3.6,16.0,-7.0,32.5,242.89
2020,2.9,17.3,-5.6,59.0,234.27
2020,9.1,24.2,-0.9,63.4,281.38
2020,1.1,13.1,-11.0,11.1,259.65
2021,0.0,13.6,-18.1,12.3,270.04
2021,8.9,22.8,-1.4,63.5,275.91
2021,2.8,15.3,-10.4,8.2,248.68
2008,6.7,21.7,-7.3,17.1,335.59
2008,1.1,16.1,-11.0,7.6,291.02
2009,-1.9,13.4,-16.0,17.1,352.04
2009,7.1,24.7,-5.8,38.5,270.4
2009,0.1,12.0,-13.3,39.1,250.61
2010,-2.2,12.5,-15.2,32.9,306.48
2010,5.7,18.7,-5.4,8.9,327.51
2010,0.1,15.4,-11.1,39.4,257.43
2011,-6.0,2.8,-15.4,3.9,336.35
2011,11.1,26.2,-3.6,154.3,264.06
2011,0.7,11.8,-9.8,8.3,264.83
2012,-1.2,11.4,-14.7,17.0,285.41
2012,6.4,19.2,-4.7,52.0,295.8
2012,-1.8,10.2,-13.7,62.1,241.14
2013,-2.5,13.6,-16.7,23.4,300.79
2013,6.7,23.1,-4.5,79.9,303.21
2013,1.0,13.4,-8.1,19.7,270.43
2014,-0.1,14.8,-11.7,6.4,347.35
2014,8.4,19.3,-3.8,98.6,309.82
2014,-0.4,10.9,-9.9,33.7,270.15
2015,0.3,11.5,-12.7,35.8,310.26
2015,9.4,21.1,-2.7,126.6,229.22
2015,2.6,15.2,-8.7,81.1,272.12
2016,-2.0,13.1,-17.7,34.4,283.79
2016,6.3,19.6,-4.9,21.5,329.63
2016,1.3,16.5,-10.4,47.0,292.44
2017,-1.8,12.9,-14.8,17.5,342.63
2017,5.7,20.5,-4.6,3.5,375.95
2017,-0.6,12.9,-13.0,28.2,266.1
2018,-2.4,11.2,-16.2,31.5,200.47
2018,7.1,21.1,-3.6,51.0,206.09
2018,1.0,18.6,-11.9,26.3,192.39
2019,-0.6,11.7,-10.7,10.0,224.94
2019,8.2,22.6,-5.1,27.3,219.99
2019,2.2,15.0,-9.3,31.4,229.31
2020,2.3,17.4,-9.0,80.9,229.92
2020,8.6,22.7,-2.4,48.0,294.73
2020,0.3,12.2,-12.6,14.5,287.25
2021,-0.9,15.1,-21.5,43.0,293.78
2021,7.4,22.6,-3.7,69.6,284.66
2021,1.5,14.3,-11.6,12.8,270.08
