일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2010,25.8,34.5,19.5,726.5,430.49
2010,20.7,32.8,5.8,141.6,433.99
2011,16.4,28.5,2.8,134.5,537.005
2011,21.6,33.2,10.0,132.9,560.64
2011,24.4,33.8,16.2,511.7,484.375
2011,24.1,34.1,14.7,449.8,414.38
2011,19.8,33.0,4.8,39.9,496.075
2012,17.4,30.0,5.1,35.1,666.735
2012,21.1,30.4,11.4,78.5,570.91
2012,24.1,34.1,17.4,337.0,498.1
2012,25.3,35.7,16.6,360.3,473.45
2012,18.5,29.5,7.8,325.2,439.455
2013,16.4,31.3,0.9,98.5,622.635
2013,22.0,31.2,11.3,88.0,551.915
2013,25.2,32.5,19.5,466.3,481.53
2013,25.9,34.8,17.4,280.0,595.235
2013,19.8,31.0,4.9,69.8,470.755
2014,16.5,33.8,0.4,48.5,726.06
2014,20.8,30.0,13.1,102.5,575.625
2014,23.5,34.2,15.9,288.7,484.025
2014,22.7,31.1,14.8,378.0,373.625
2014,19.4,30.4,7.9,91.7,475.185
2015,17.2,31.7,0.9,44.5,706.575
2015,20.9,31.4,8.6,71.8,531.185
2015,24.1,33.9,13.7,159.6,527.205
2015,24.1,35.6,15.4,67.0,560.08
2015,18.9,29.9,8.1,36.0,522.105
2016,17.6,30.4,4.2,108.8,698.695
2016,21.6,31.0,12.5,67.2,546.125
2016,25.3,35.1,17.6,271.7,569.415
2016,26.0,36.3,14.0,90.0,606.97
2016,20.9,32.0,9.0,234.5,413.965
2017,16.8,31.8,4.3,43.1,698.945
2017,20.9,33.1,7.4,52.5,652.36
2017,25.9,34.5,19.4,283.5,488.685
2017,24.7,36.5,12.4,226.0,544.8
2017,19.1,29.5,4.4,115.5,482.01
2018,17.3,29.5,2.2,97.7,409.5
2018,21.8,34.7,11.6,181.4,433.98
2018,26.6,36.6,16.1,157.1,467.35
2018,26.7,37.5,16.2,415.6,411.025
2018,19.5,28.7,5.3,142.9,317.85
2019,16.8,31.2,0.4,63.7,635.11
2019,20.8,32.7,9.4,98.5,517.805
2019,24.0,33.1,15.5,259.1,447.33
2019,25.2,35.3,16.1,141.6,482.275
2019,21.0,30.5,8.5,151.8,371.865
2020,17.1,28.2,5.3,77.7,606.415
2020,21.9,32.0,9.8,173.9,545.17
2020,22.1,29.6,15.8,514.6,369.31
2020,25.7,32.7,20.4,631.4,474.165
2020,19.0,30.6,8.1,158.0,418.67
2021,16.0,28.8,1.5,89.5,602.245
2021,21.2,31.1,10.3,113.3,615.065
2021,25.0,33.6,18.6,223.2,584.155
2021,24.0,33.0,17.6,370.9,496.76
2021,20.8,29.3,11.8,90.8,415.265
2000,17.1,31.1,4.7,38.5,542.32
2000,21.9,31.8,11.8,170.0,484.32
2000,26.0,34.1,18.1,206.5,506.71
2000,25.8,34.1,18.3,438.0,462.8
2000,19.7,30.5,11.3,215.0,350.82
2001,18.7,31.5,7.0,32.5,628.22
2001,22.1,32.5,12.0,227.0,436.22
2001,26.3,35.2,18.3,297.5,475.69
2001,25.8,35.4,16.7,78.5,522.68
2001,21.4,32.7,9.6,66.0,512.87
2002,17.2,29.7,8.6,84.0,530.37
2002,21.8,33.2,12.8,78.0,601.79
2002,25.3,35.9,18.2,155.5,470.15
2002,24.6,33.7,18.7,410.0,337.19
