일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2018,5.9,18.5,-1.8,48.3,181.62
2019,24.7,29.9,20.4,67.0,578.28
2019,20.8,26.6,16.3,201.7,397.8
2019,17.4,25.0,11.8,157.7,426.17
2019,12.4,20.7,6.3,13.5,267.5
2019,7.3,16.3,-0.3,38.6,205.68
2020,25.4,33.1,21.7,179.7,442.17
2020,21.8,30.3,17.5,71.9,294.51
2020,17.1,26.7,12.6,11.3,417.29
2020,12.7,22.6,6.5,23.3,209.18
2020,6.4,13.2,-3.3,33.0,205.38
2021,26.0,32.8,21.8,166.8,528.17
2021,23.2,28.7,19.8,101.1,344.47
2021,18.1,28.0,9.9,26.3,395.08
2021,12.7,20.5,4.4,42.1,295.9
2021,7.3,14.6,-2.7,14.0,219.11
2000,25.3,33.3,19.3,215.9,610.95
2000,20.1,28.9,12.1,345.0,390.26
2000,15.7,25.3,6.9,54.2,407.565
2000,9.0,21.1,-2.9,59.6,286.105
2000,4.3,15.4,-5.9,3.2,276.395
2001,25.1,33.4,17.0,115.2,581.725
2001,21.6,29.8,13.8,40.3,560.275
2001,16.9,25.9,9.1,108.1,397.935
2001,9.3,19.1,-1.8,19.7,319.36
2001,3.7,13.8,-4.5,53.6,217.585
2002,24.3,32.1,18.6,652.7,413.98
2002,21.3,31.0,13.8,129.1,507.255
2002,15.2,28.3,2.5,63.9,402.01
2002,7.5,19.6,-1.3,18.7,297.635
2002,5.0,15.1,-3.7,38.0,214.28
2003,24.6,32.3,18.4,307.8,435.22
2003,22.6,32.2,12.6,204.4,462.58
2003,15.8,26.1,7.2,35.0,456.095
2003,11.7,23.9,-0.3,74.4,272.6
2003,5.0,16.5,-2.2,37.9,241.105
2004,26.4,36.3,20.4,496.4,584.435
2004,22.7,31.1,13.9,378.6,417.64
2004,16.6,26.4,5.2,8.3,487.16
2004,11.4,22.2,1.7,100.2,313.54
2004,6.1,18.8,-1.8,27.8,239.15
2005,26.0,35.2,18.6,153.2,502.63
2005,23.8,34.0,15.8,68.6,410.455
2005,16.6,29.9,5.7,20.3,409.795
2005,10.8,23.3,0.2,96.5,303.255
2005,1.3,15.6,-9.1,45.1,233.52
2006,26.9,34.0,21.7,138.0,610.535
2006,20.6,30.1,13.9,81.7,459.485
2006,18.7,28.3,8.3,58.1,448.92
2006,12.0,22.8,1.6,38.2,286.27
2006,5.4,16.9,-2.6,42.2,233.08
2007,26.1,32.8,20.6,291.7,522.71
2007,21.8,29.5,14.7,554.1,369.425
2007,15.7,27.5,6.4,97.5,425.96
2007,9.5,21.2,-0.4,3.4,313.665
2007,5.4,15.6,-1.7,60.2,203.35
2008,25.5,33.3,18.2,105.1,595.97
2008,23.0,32.8,11.0,45.3,458.0
2008,17.8,27.7,8.6,91.4,413.49
2008,10.2,20.5,-2.2,27.6,282.82
2008,4.7,18.2,-6.1,14.5,247.47
2009,25.1,32.4,18.1,160.1,565.48
2009,22.3,30.5,15.9,73.4,517.47
2009,17.6,25.9,9.6,76.4,454.7
2009,9.9,23.8,-0.8,26.0,262.32
2009,4.0,12.6,-6.8,20.2,233.59
2010,27.3,34.5,22.5,408.6,544.06
2010,23.5,32.7,12.0,124.0,477.61
2010,16.4,26.3,2.1,46.7,448.47
2010,9.3,19.3,-0.7,4.0,350.11
2010,4.1,18.9,-6.7,33.2,248.43
2011,25.3,32.6,19.5,277.5,410.545
2011,22.7,33.5,13.2,22.9,519.895
2011,16.1,26.4,5.0,35.6,443.61
2011,13.2,24.4,0.3,216.1,253.34
2011,3.7,13.3,-5.1,13.1,254.98
2012,27.5,35.5,20.5,302.1,491.44
2012,21.7,29.9,14.7,252.0,473.82
2012,16.6,25.9,7.1,59.5,435.51
2012,9.4,18.1,0.6,71.5,273.635
2012,2.4,14.7,-6.7,93.5,231.175
2013,28.3,36.9,21.0,164.3,634.655
2013,23.2,31.1,13.3,80.8,494.2
2013,17.9,28.7,7.1,25.0,448.795
2013,9.8,24.1,-1.1,86.4,300.61
2013,4.5,15.6,-3.1,9.4,262.07
2014,24.3,31.9,17.6,493.6,400.195
2014,22.3,30.4,15.6,224.4,478.2
2014,17.6,26.0,8.3,127.6,447.76
2014,11.9,19.8,2.4,104.6,292.86
2014,3.4,12.8,-4.7,50.9,252.24
2015,25.2,33.1,19.2,154.0,550.835
2015,21.7,29.0,15.9,104.6,509.71
2015,17.1,25.5,7.4,82.4,441.665
2015,12.6,20.8,1.1,99.5,187.175
2015,6.8,15.5,-1.0,79.2,224.895
2016,27.2,35.6,17.0,30.9,584.235
2016,22.8,32.0,15.9,257.2,339.28
2016,17.9,28.0,7.8,175.4,250.48
2016,10.7,21.0,2.1,112.6,246.49
2016,6.4,20.2,-1.9,81.9,211.97
2017,26.8,35.4,17.2,254.7,491.11
2017,22.5,29.1,13.1,135.8,403.89
2017,17.6,27.4,7.6,122.1,313.51
2017,10.1,21.2,1.4,1.4,298.7
2017,3.8,13.9,-5.1,5.5,224.85
2018,27.9,35.7,21.7,147.2,539.23
2018,22.1,29.7,13.1,190.1,379.74
2018,15.9,25.0,8.0,169.5,427.57
2018,11.4,20.2,2.6,49.3,319.95
2018,5.1,17.8,-5.0,41.7,227.47
2019,26.4,33.5,19.6,109.7,526.82
2019,22.8,29.7,13.7,278.0,385.18
2019,17.9,26.7,8.3,199.5,401.86
2019,12.1,23.0,1.2,22.7,300.97
2019,6.2,16.5,-2.0,41.5,243.62
2020,27.5,34.0,22.8,100.4,522.89
2020,21.9,29.4,14.9,266.3,436.02
2020,16.7,26.3,9.0,20.1,447.16
2020,12.0,23.9,1.3,3.4,284.23
2020,4.4,14.1,-5.3,19.1,250.3
2021,26.3,34.1,20.2,368.9,523.99
2021,23.2,30.0,16.1,115.1,380.61
2021,18.2,29.4,5.6,6.2,433.2
2021,12.0,21.7,3.1,53.0,302.59
2021,5.9,16.8,-6.8,3.3,272.3
2011,24.9,34.2,17.6,418.7,410.545
2011,21.3,33.1,9.1,42.1,519.895
2011,13.7,25.9,-0.4,56.6,443.61
2011,11.2,25.3,-3.8,169.9,253.34
2011,1.4,12.6,-8.8,4.0,254.98
2012,26.1,35.3,17.8,593.8,491.44
2012,19.9,29.8,9.3,293.6,473.82
2012,13.6,25.3,2.1,76.6,435.51
2012,7.0,17.7,-3.8,45.7,273.635
2012,-0.3,12.2,-10.8,85.1,231.175
2013,26.6,35.7,18.3,155.6,634.655
2013,20.7,30.5,7.6,142.0,494.2
2013,14.9,27.8,1.6,43.0,448.795
2013,6.9,21.6,-3.7,90.7,300.61
2013,1.9,13.6,-9.1,7.8,262.07
2014,23.3,31.6,16.0,767.9,400.195
2014,20.2,30.1,10.5,208.5,478.2
2014,14.0,25.6,1.4,127.4,447.76
2014,8.6,19.2,-3.6,83.8,292.86
2014,-0.3,12.3,-10.1,17.1,252.24
2015,24.6,34.8,15.7,132.2,550.835
2015,19.7,29.3,9.7,92.7,509.71
2015,14.3,26.8,2.8,93.4,441.665
2015,10.3,22.1,-1.1,120.8,187.175
2015,4.0,15.1,-6.8,50.6,224.895
2016,26.9,37.8,15.3,73.0,584.235
2016,21.8,31.7,11.8,294.9,339.28
2016,15.8,27.8,1.8,200.2,250.48
2016,7.6,20.6,-4.1,54.0,246.49
2016,3.3,18.2,-6.3,67.5,211.97
2017,25.5,36.4,13.2,273.5,491.11
2017,20.0,29.2,6.1,78.4,403.89
2017,14.6,28.0,-0.5,130.7,313.51
2017,6.4,21.4,-4.6,3.4,298.7
2017,0.0,13.4,-10.2,20.8,224.85
