일시,평균기온(°C),최고기온(°C),최저기온(°C),월합강수량(00~24h만)(mm),합계 일사량(MJ/m2)
2013,-5.0,12.2,-22.5,26.2,245.34
2013,4.5,21.2,-7.6,50.8,244.06
2013,-1.7,10.5,-16.6,27.1,237.97
2014,-2.2,8.1,-13.2,14.1,273.03
2014,6.8,18.2,-5.6,32.2,215.85
2014,-4.1,8.9,-14.9,19.7,199.15
2015,-1.9,9.2,-14.0,22.6,209.68
2015,7.8,20.3,-6.7,147.7,153.76
2015,0.4,12.6,-12.2,40.1,179.12
2016,-3.5,10.2,-18.5,3.6,219.62
2016,5.9,19.0,-7.7,17.8,211.07
2016,0.3,14.3,-11.4,59.1,185.35
2017,-2.6,12.9,-17.4,8.7,233.11
2017,4.1,19.8,-8.7,28.6,234.02
2017,-3.1,8.4,-15.5,30.2,207.9
2018,-4.5,9.5,-19.2,8.2,231.84
2018,5.9,20.3,-5.0,74.7,271.71
2018,-1.9,13.4,-15.9,29.8,253.86
2019,-2.3,9.3,-14.6,1.3,286.81
2019,5.9,21.7,-6.3,82.5,280.96
2019,0.1,12.7,-12.2,19.0,226.64
2020,0.9,12.1,-8.6,72.6,249.4
2020,6.8,20.0,-6.3,39.6,269.88
2020,-1.5,11.1,-15.5,5.3,261.57
2021,-3.4,13.9,-21.4,15.6,275.0
2021,6.7,21.3,-5.6,64.9,261.76
2021,-0.3,12.6,-15.9,6.2,248.82
